https://ya.ru/;https://yastatic.net/s3/home-static/_/31/3111cd045f263a072f504780b8535840.png; 
https://ya.ru/;https://yastatic.net/s3/home-static/_/a2/a27610a94f8a0827a6a937c869d95a3e.png; 
https://ya.ru/;https://yastatic.net/s3/home-static/_/a7/a79b81aa025e9edb2244e38581c868ad.png; 
https://ya.ru/;https://yastatic.net/s3/home-static/_/46/462e92b9e3792be37a1c3fdefb26af28.png; 
https://ya.ru/;https://yandex.ru/company/press_releases/news.rss; 
https://ya.ru/;https://yandex.ru/blog/company/rss;<![CDATA[Блог Яндекса]]>
https://ya.ru/;https://ya.ru/;Яндекс
https://ya.ru/;https://ya.ru/; 
https://ya.ru/;https://yandex.by/;Яндекс
https://ya.ru/;https://yandex.by/;Яндекс
https://ya.ru/;https://yandex.kz/;Яндекс
https://ya.ru/;https://yandex.kz/;Яндекс
https://ya.ru/;https://yandex.uz/;Яндекс
https://ya.ru/;https://yandex.uz/; 
https://ya.ru/;https://yandex.com.tr/; 
https://ya.ru/;https://yandex.com/; 
https://ya.ru/;https://yandex.com/; 
https://ya.ru/;https://yastatic.net/s3/home-static/_/a6/a6a296b741b51880ae8a9b04a67cfe3f.png; 
https://ya.ru/;https://yastatic.net/s3/home-static/_/f4/f47b1b3d8194c36ce660324ab55a04fe.png; 
https://ya.ru/;https://yastatic.net/s3/home-static/_/f0/f0597b6727cc67dceebc4e3a87caf571.png; 
https://ya.ru/;https://ya.ru/;Яндекс
https://ya.ru/;https://passport.yandex.ru/;Авторизация
https://ya.ru/;https://music.yandex.ru/;Яндекс Музыка — собираем музыку и подкасты для вас
https://ya.ru/;https://yandex.ru/all;Все сервисы Яндекса
https://ya.ru/;https://ya.ru/video;Яндекс — поиск по видео
https://ya.ru/;https://ya.ru/images/;Яндекс Картинки: поиск изображений в интернете, поиск по изображению
https://ya.ru/;https://music.yandex.ru/;Яндекс Музыка — собираем музыку и подкасты для вас
https://ya.ru/;https://tv.yandex.ru/;Программа передач ТВ — Яндекс.Телепрограмма
https://ya.ru/;https://yandex.ru/metro;Яндекс Метро
https://ya.ru/;https://tasks.yandex.ru/user;Яндекс Задания. Зарабатывайте, выполняя простые задания
https://ya.ru/;https://bookmate.ru/; 
https://ya.ru/;https://disk.yandex.ru/notes; 
https://ya.ru/;https://health.yandex.ru/; 
https://ya.ru/;https://calendar.yandex.ru/;Авторизация
https://ya.ru/;https://metrika.yandex.ru/; 
https://ya.ru/;https://plus.yandex.ru/; 
https://ya.ru/;https://ya.ru/archive;Яндекс Поиск по архивам
https://ya.ru/;https://help.yandex.ru/; 
https://ya.ru/;https://telemost.yandex.ru/; 
https://ya.ru/;https://education.yandex.ru/uchebnik/main; 
https://ya.ru/;https://yandex.ru/promo/eda/partners/registration; 
https://ya.ru/;https://yandex.ru/support/travel-partners/; 
https://ya.ru/;https://yandex.ru/all;Все сервисы Яндекса
